meter,Date,t_kWh
BR06,2020-08-18,15.469999999999965
BR06,2020-08-19,15.245999999999999
BR06,2020-08-20,13.927999999999994
BR06,2020-08-21,13.82100000000001
BR06,2020-08-22,14.28199999999998
BR06,2020-08-23,14.11599999999999
BR06,2020-08-24,11.746000000000004
BR06,2020-08-25,17.52399999999999
BR06,2020-08-26,15.392000000000007
BR06,2020-08-27,15.647999999999994
BR06,2020-08-28,18.703000000000003
BR06,2020-08-29,35.347000000000065
BR06,2020-08-30,29.453999999999947
BR06,2020-08-31,18.84199999999996
BR06,2020-09-01,14.921999999999992
BR06,2020-09-02,14.576999999999991
BR06,2020-09-03,14.164999999999994
BR06,2020-09-04,14.529000000000012
BR06,2020-09-05,15.07999999999998
BR06,2020-09-06,13.612999999999998
BR06,2020-09-07,15.089999999999993
BR06,2020-09-08,12.999999999999986
BR06,2020-09-09,14.597999999999978
BR06,2020-09-10,14.677
BR06,2020-09-11,14.607999999999986
BR06,2020-09-12,14.598999999999988
BR06,2020-09-13,15.221999999999992
BR06,2020-09-17,13.653000000000008
BR06,2020-09-18,16.114
BR06,2020-09-20,6.0600000000000245
BR06,2020-09-21,15.002999999999986
BR06,2020-09-22,13.586999999999973
BR06,2020-09-23,12.252999999999991
BR06,2020-09-24,12.907000000000004
BR06,2020-09-25,12.447000000000026
BR06,2020-09-26,11.696999999999989
BR06,2020-09-27,13.903999999999979
BR06,2020-09-28,13.105999999999982
BR06,2020-09-29,13.249999999999993
BR06,2020-09-30,13.031999999999979
BR06,2020-10-01,13.47899999999998
BR06,2020-10-02,23.515999999999977
BR06,2020-10-03,26.109999999999996
BR06,2020-10-04,22.066999999999965
BR06,2020-10-05,14.009999999999993
BR06,2020-10-06,14.069999999999995
BR06,2020-10-07,13.908999999999978
BR06,2020-10-08,13.72699999999999
BR06,2020-10-09,13.86799999999999
BR06,2020-10-10,17.801999999999985
BR06,2020-10-11,20.051000000000013
BR06,2020-10-12,16.40000000000001
BR06,2020-10-13,14.473999999999984
BR06,2020-10-14,12.009999999999998
BR06,2020-10-15,10.652999999999977
BR06,2020-10-16,12.378999999999987
BR06,2020-10-17,13.054999999999978
BR06,2020-10-18,13.442000000000025
BR06,2020-10-19,15.245999999999986
BR06,2020-10-20,14.115
BR06,2020-10-21,9.320999999999968
BR06,2020-10-22,9.803999999999977
BR06,2020-10-23,6.929000000000009
BR06,2020-10-24,15.27099999999996
BR06,2020-10-25,15.295999999999994
BR06,2020-10-26,11.519999999999994
BR06,2020-10-27,7.6219999999999954
BR06,2020-10-28,10.170999999999982
BR06,2020-10-29,8.806000000000004
BR06,2020-10-30,8.886999999999981
BR06,2020-10-31,13.992999999999984
BR06,2020-11-01,13.122999999999987
BR06,2020-11-02,13.516999999999983
BR06,2020-11-03,14.657999999999975
BR06,2020-11-04,14.682999999999986
BR06,2020-11-05,12.535999999999987
BR06,2020-11-06,12.290999999999984
BR06,2020-11-07,12.471999999999973
BR06,2020-11-08,11.95
BR06,2020-11-09,12.73699999999997
BR06,2020-11-10,16.81600000000002
BR06,2020-11-11,13.770999999999985
BR06,2020-11-12,14.670000000000007
BR06,2020-11-13,17.739999999999995
BR06,2020-11-14,20.104999999999976
BR06,2020-11-15,18.312999999999988
BR06,2020-11-16,18.96999999999995
BR06,2020-11-17,16.253999999999998
BR06,2020-11-18,14.943999999999996
BR06,2020-11-19,11.965999999999994
BR06,2020-11-20,15.474999999999975
BR06,2020-11-21,14.482000000000001
BR06,2020-11-22,12.487999999999987
BR06,2020-11-23,12.42299999999998
BR06,2020-11-24,12.402000000000001
BR06,2020-11-25,14.067
BR06,2020-11-26,16.20199999999998
BR06,2020-11-27,17.871000000000006
BR06,2020-11-28,15.60199999999997
BR06,2020-11-30,13.733999999999993
BR06,2020-12-01,12.58299999999997
BR06,2020-12-02,11.484999999999973
BR06,2020-12-03,11.632999999999955
BR06,2020-12-04,14.51699999999998
BR06,2020-12-05,11.946999999999994
BR06,2020-12-06,11.846999999999982
BR06,2020-12-07,12.278999999999968
BR06,2020-12-08,11.599999999999966
BR06,2020-12-09,12.664999999999985
BR06,2020-12-10,12.330999999999948
BR06,2020-12-11,13.755999999999986
BR06,2020-12-12,12.443999999999994
BR06,2020-12-13,13.089999999999991
BR06,2020-12-14,13.935000000000002
BR06,2020-12-15,14.166999999999959
BR06,2020-12-16,13.72500000000001
BR06,2020-12-17,13.792999999999992
BR06,2020-12-18,12.374999999999993
BR06,2020-12-19,14.972999999999997
BR06,2020-12-20,37.38899999999995
BR06,2020-12-21,44.366000000000035
BR06,2020-12-23,13.023999999999997
BR06,2020-12-24,12.017999999999995
BR06,2020-12-25,11.835000000000003
BR06,2020-12-26,12.568000000000007
BR06,2020-12-27,12.877
BR06,2020-12-28,11.849999999999982
BR06,2020-12-29,11.919999999999979
BR06,2020-12-30,11.67399999999998
BR06,2020-12-31,12.510999999999967
BR06,2021-01-01,13.645999999999963
BR06,2021-01-02,12.074999999999978
BR06,2021-01-03,11.434
BR06,2021-01-04,9.708000000000007
BR06,2021-01-05,10.555000000000017
BR06,2021-01-06,11.196999999999983
BR06,2021-01-08,11.866999999999978
BR06,2021-01-10,12.997999999999985
BR06,2021-01-11,12.450999999999976
BR06,2021-01-12,13.25099999999999
BR06,2021-01-13,13.180999999999974
BR06,2021-01-14,12.855999999999973
BR06,2021-01-15,13.340999999999983
BR06,2021-01-16,15.962999999999996
BR06,2021-01-17,12.37899999999998
BR06,2021-01-18,13.069999999999986
BR06,2021-01-19,13.209999999999987
BR06,2021-01-20,13.089999999999982
BR06,2021-01-21,12.756999999999957
BR06,2021-01-22,17.397999999999985
BR06,2021-01-23,21.563999999999997
BR06,2021-01-24,17.936999999999998
BR06,2021-01-25,13.703999999999972
BR06,2021-01-26,12.33999999999998
BR06,2021-01-27,14.28399999999998
BR06,2021-01-28,15.189000000000007
BR06,2021-01-29,12.729999999999949
BR06,2021-01-30,28.92000000000003
BR06,2021-01-31,29.736999999999988
BR06,2021-02-01,14.396999999999998
BR06,2021-02-02,14.633999999999993
BR06,2021-02-03,12.679999999999994
BR06,2021-02-04,15.329000000000008
BR06,2021-02-05,12.373999999999976
BR06,2021-02-06,13.250999999999976
BR06,2021-02-07,12.669999999999991
BR06,2021-02-08,14.092000000000006
BR06,2021-02-09,14.408999999999994
BR06,2021-02-10,13.622999999999987
BR06,2021-02-11,13.291999999999971
BR06,2021-02-12,12.985999999999986
BR06,2021-02-13,18.296999999999976
BR06,2021-02-14,19.438
BR06,2021-02-15,13.587000000000003
BR06,2021-02-16,11.030999999999988
BR06,2021-02-17,10.783999999999988
BR06,2021-02-18,13.208000000000004
BR06,2021-02-19,11.770999999999969
BR06,2021-02-20,14.61200000000002
BR06,2021-02-21,13.350000000000007
BR06,2021-02-22,13.906999999999988
BR06,2021-02-23,13.734999999999985
BR06,2021-02-24,13.711999999999998
BR06,2021-02-25,12.930999999999985
BR06,2021-02-26,12.437999999999994
BR06,2021-02-27,13.797999999999993
BR06,2021-02-28,14.199000000000012
BR06,2021-03-01,14.177000000000001
BR06,2021-03-02,16.91500000000003
BR06,2021-03-03,14.212999999999989
BR06,2021-03-04,14.22500000000001
BR06,2021-03-05,19.441999999999975
BR06,2021-03-06,17.324999999999996
BR06,2021-03-07,14.681999999999993
BR06,2021-03-08,14.35299999999997
BR06,2021-03-09,13.587999999999969
BR06,2021-03-10,14.139999999999992
BR06,2021-03-11,14.484999999999992
BR06,2021-03-12,15.109999999999987
BR06,2021-03-13,15.640999999999972
BR06,2021-03-14,15.11299999999998
BR06,2021-03-15,13.880000000000003
BR06,2021-03-16,15.54499999999999
BR06,2021-03-17,15.585999999999991
BR06,2021-03-18,15.63299999999998
BR06,2021-03-19,14.59499999999999
BR06,2021-03-20,17.59900000000001
BR06,2021-03-21,13.594000000000007
BR06,2021-03-22,10.956000000000014
BR06,2021-03-23,10.724999999999973
BR06,2021-03-24,12.147000000000006
BR06,2021-03-25,13.51199999999997
BR06,2021-03-26,15.848999999999991
BR06,2021-03-27,20.077999999999992
BR06,2021-03-28,21.412999999999993
BR06,2021-03-29,22.125999999999994
BR06,2021-03-31,15.715999999999992
BR06,2021-04-01,15.485999999999997
BR06,2021-04-02,14.839000000000006
BR06,2021-04-03,13.667999999999974
BR06,2021-04-04,13.182999999999998
BR06,2021-04-05,13.166999999999991
BR06,2021-04-06,14.633999999999988
BR06,2021-04-07,13.503999999999978
BR06,2021-04-08,14.017999999999986
BR06,2021-04-09,13.172999999999988
BR06,2021-04-10,13.204999999999995
BR06,2021-04-11,25.307999999999982
BR06,2021-04-12,20.616999999999987
BR06,2021-04-13,20.90299999999997
BR06,2021-04-14,22.11300000000002
BR06,2021-04-15,23.99199999999997
BR06,2021-04-16,20.467
BR06,2021-04-17,31.133000000000063
BR06,2021-04-18,23.637999999999945
BR06,2021-04-19,25.458999999999932
BR06,2021-04-20,25.929000000000013
BR06,2021-04-21,22.358999999999977
BR06,2021-04-22,25.59599999999998
BR06,2021-04-23,21.39900000000001
BR06,2021-04-24,24.630999999999965
BR06,2021-04-25,23.445000000000014
BR06,2021-04-26,19.545000000000016
BR06,2021-04-27,28.898999999999997
BR06,2021-04-28,22.291000000000032
BR06,2021-04-29,23.434000000000008
BR06,2021-04-30,18.560999999999964
BR06,2021-05-01,15.925999999999991
BR06,2021-05-02,14.856000000000014
BR06,2021-05-03,15.090999999999983
BR06,2021-05-04,18.23999999999996
BR06,2021-05-05,28.892999999999986
BR06,2021-05-06,27.004000000000012
BR06,2021-05-07,26.138999999999974
BR06,2021-05-08,33.812999999999995
BR06,2021-05-09,28.269000000000005
BR06,2021-05-10,30.662999999999936
BR06,2021-05-11,31.883999999999997
BR06,2021-05-12,30.372999999999983
BR06,2021-05-13,25.456999999999983
BR06,2021-05-14,29.475999999999978
BR06,2021-05-15,38.43499999999997
BR06,2021-05-16,41.47599999999996
BR06,2021-05-17,38.092
BR06,2021-05-18,36.43100000000003
BR06,2021-05-19,30.212000000000028
BR06,2021-05-20,21.682000000000034
BR06,2021-05-21,25.50200000000002
BR06,2021-05-22,25.004999999999995
BR06,2021-05-23,31.436000000000014
BR06,2021-05-24,25.57500000000001
BR06,2021-05-25,13.07299999999999
BR06,2021-05-26,11.620999999999993
BR06,2021-05-27,10.231000000000005
BR06,2021-05-28,13.68699999999999
BR06,2021-05-29,13.498999999999999
BR06,2021-05-30,34.46099999999998
BR06,2021-05-31,34.32399999999997
BR06,2021-06-02,30.569999999999997
BR06,2021-06-03,30.08199999999997
BR06,2021-06-04,6.2850000000000295
BR06,2021-06-05,15.006999999999964
BR06,2021-06-06,14.048999999999996
BR06,2021-06-07,15.270999999999987
BR06,2021-06-08,14.383999999999997
BR06,2021-06-09,13.816999999999977
BR06,2021-06-10,14.018999999999972
BR06,2021-06-11,11.568999999999999
BR06,2021-06-12,12.378000000000004
BR06,2021-06-13,13.267000000000015
BR06,2021-06-14,14.077999999999973
BR06,2021-06-15,13.638999999999983
BR06,2021-06-16,13.540999999999997
BR06,2021-06-17,14.20799999999997
BR06,2021-06-18,10.964999999999998
BR06,2021-06-19,14.329999999999986
BR06,2021-06-20,13.679999999999977
BR06,2021-06-21,13.499999999999991
BR06,2021-06-22,14.624000000000008
BR06,2021-06-23,14.445999999999984
BR06,2021-06-24,14.175999999999995
BR06,2021-06-25,14.66399999999999
BR06,2021-06-26,14.139999999999967
BR06,2021-06-27,15.310999999999993
BR06,2021-06-28,15.486999999999982
BR06,2021-06-29,14.055999999999973
BR06,2021-06-30,13.828999999999965
BR06,2021-07-01,14.420000000000002
BR06,2021-07-02,17.10499999999996
BR06,2021-07-03,16.610000000000003
BR06,2021-07-04,20.069000000000017
BR06,2021-07-05,16.825000000000006
BR06,2021-07-06,16.94999999999999
BR06,2021-07-07,17.37000000000001
BR06,2021-07-08,18.85399999999999
BR06,2021-07-09,16.966999999999995
BR06,2021-07-10,16.989999999999966
BR06,2021-07-11,17.282999999999987
BR06,2021-07-12,17.912000000000003
BR06,2021-07-13,16.511999999999997
BR06,2021-07-14,14.824
BR06,2021-07-15,17.990000000000002
BR06,2021-07-16,17.971999999999944
BR06,2021-07-17,17.908999999999974
BR06,2021-07-18,16.517999999999986
BR06,2021-07-19,16.936999999999994
BR06,2021-07-20,15.217000000000006
BR06,2021-07-21,14.849999999999993
BR06,2021-07-22,15.592999999999975
BR06,2021-07-23,16.103999999999985
BR06,2021-07-24,42.557000000000016
BR06,2021-07-25,25.568999999999996
BR06,2021-07-26,19.365999999999953
BR06,2021-07-27,16.414999999999978
BR06,2021-07-28,15.864999999999991
BR06,2021-07-29,17.067999999999994
BR06,2021-07-30,16.843999999999998
BR06,2021-07-31,17.329999999999995
BR06,2021-08-01,18.582999999999984
BR06,2021-08-02,17.119999999999987
BR06,2021-08-03,15.870999999999997
BR06,2021-08-04,17.910999999999994
BR06,2021-08-05,16.220999999999997
BR06,2021-08-06,16.854999999999986
BR06,2021-08-07,15.706000000000005
BR06,2021-08-08,16.92899999999999
BR06,2021-08-09,15.925999999999988
BR06,2021-08-10,15.131000000000009
BR06,2021-08-11,14.07399999999999
BR06,2021-08-12,14.237999999999994
BR06,2021-08-13,18.275999999999975
BR06,2021-08-14,32.48400000000005
BR06,2021-08-15,18.918000000000006
BR06,2021-08-16,20.29299999999996
BR06,2021-08-17,13.943999999999981
BR06,2021-08-18,16.501999999999992
BR06,2021-08-19,19.049000000000003
BR06,2021-08-20,16.203999999999983
BR06,2021-08-21,16.86600000000001
BR06,2021-08-22,15.123999999999977
BR06,2021-08-23,16.69999999999997
BR06,2021-08-24,13.253999999999987
BR06,2021-08-25,15.52299999999998
BR06,2021-08-26,14.616999999999997
BR06,2021-08-27,17.53
BR06,2021-08-28,15.83699999999999
BR06,2021-08-29,29.934000000000044
BR06,2021-08-30,25.009999999999973
BR06,2021-08-31,20.128999999999973
BR06,2021-09-01,14.922999999999995
BR06,2021-09-02,14.651999999999973
BR06,2021-09-03,17.70599999999999
BR06,2021-09-04,27.54800000000003
BR06,2021-09-05,27.13399999999995
BR06,2021-09-06,17.267000000000003
BR06,2021-09-07,17.647999999999996
BR06,2021-09-08,19.175999999999974
BR06,2021-09-09,16.576999999999988
BR06,2021-09-10,16.027999999999984
BR06,2021-09-11,27.248000000000047
BR06,2021-09-12,24.347999999999963
BR06,2021-09-13,15.468999999999987
BR06,2021-09-14,14.194999999999984
BR06,2021-09-15,16.22399999999996
BR06,2021-09-16,15.126999999999999
BR06,2021-09-17,14.866999999999994
BR06,2021-09-18,14.812
BR06,2021-09-19,14.03200000000001
BR06,2021-09-20,14.670000000000014
BR06,2021-09-21,15.120000000000006
BR06,2021-09-22,14.831999999999976
BR06,2021-09-23,15.407000000000025
BR06,2021-09-24,16.315000000000023
BR06,2021-09-25,21.694000000000006
BR06,2021-09-26,22.88799999999996
BR06,2021-09-27,15.783000000000017
BR06,2021-09-28,16.819000000000013
BR06,2021-09-29,19.56900000000001
BR06,2021-09-30,18.46499999999998
BR06,2021-10-01,23.738000000000014
BR06,2021-10-02,36.394
BR06,2021-10-03,37.00300000000001
BR06,2021-10-04,26.769000000000023
BR06,2021-10-05,17.65300000000002
BR06,2021-10-06,16.989999999999995
BR06,2021-10-07,16.886999999999983
BR06,2021-10-08,16.513999999999992
BR06,2021-10-09,16.85299999999999
BR06,2021-10-10,15.206999999999987
BR06,2021-10-11,14.494999999999994
BR06,2021-10-12,13.28899999999995
BR06,2021-10-13,14.007
BR06,2021-10-14,13.983999999999972
BR06,2021-10-15,29.426000000000048
BR06,2021-10-16,33.144999999999996
BR06,2021-10-17,29.723000000000027
BR06,2021-10-18,24.41900000000003
BR06,2021-10-19,16.485
BR06,2021-10-20,11.704999999999979
BR06,2021-10-21,16.241
BR06,2021-10-22,23.68499999999998
BR06,2021-10-23,19.62500000000001
BR06,2021-10-24,20.60199999999997
BR06,2021-10-25,13.659999999999979
BR06,2021-10-26,12.338999999999992
BR06,2021-10-27,11.931999999999999
BR06,2021-10-28,13.158999999999983
BR06,2021-10-29,13.585999999999991
BR06,2021-10-30,13.525999999999994
BR06,2021-10-31,13.464999999999995
BR07,2019-07-11,4.996999999999993
BR07,2019-07-12,6.536999999999992
BR07,2019-07-13,5.619999999999978
BR07,2019-07-14,8.325999999999999
BR07,2019-07-15,8.183999999999994
BR07,2019-07-16,5.220999999999991
BR07,2019-07-17,4.269999999999984
BR07,2019-07-30,13.24000000000001
BR07,2019-07-31,17.448
BR07,2019-08-01,8.734999999999983
BR07,2019-08-02,7.421999999999982
BR07,2019-08-03,6.009000000000006
BR07,2019-08-04,12.732000000000005
BR07,2019-08-05,16.77000000000001
BR07,2019-08-06,5.384999999999993
BR07,2019-08-07,5.7099999999999795
BR07,2019-08-08,14.989999999999995
BR07,2019-08-09,8.071999999999974
BR07,2019-08-10,11.646000000000017
BR07,2019-08-11,19.22900000000004
BR07,2019-08-12,20.797999999999963
BR07,2019-08-13,14.196999999999985
BR07,2019-08-14,10.955000000000005
BR07,2019-08-15,10.442999999999987
BR07,2019-08-16,10.357999999999986
BR07,2019-08-17,4.514999999999977
BR07,2019-08-18,5.943
BR07,2019-08-20,6.614999999999981
BR07,2019-08-21,5.480999999999977
BR07,2019-08-22,4.063999999999964
BR07,2019-08-23,4.74899999999998
BR07,2019-08-24,6.6359999999999895
BR07,2019-08-25,10.391000000000004
BR07,2019-08-26,10.987999999999976
BR07,2019-08-27,15.287999999999997
BR07,2019-08-28,18.584000000000003
BR07,2019-08-29,7.706000000000014
BR07,2019-08-30,13.948999999999995
BR07,2019-08-31,14.080999999999978
BR07,2019-09-01,7.406000000000001
BR07,2019-09-02,12.15199999999998
BR07,2019-09-03,11.027999999999999
BR07,2019-09-04,12.124999999999988
BR07,2019-09-05,4.972999999999942
BR07,2019-09-06,16.896999999999995
BR07,2019-09-07,10.769999999999994
BR07,2019-09-08,9.52900000000004
BR07,2019-09-09,12.512999999999968
BR07,2019-09-10,10.225000000000044
BR07,2019-09-12,6.307999999999986
BR07,2019-09-13,8.03399999999999
BR07,2019-09-15,11.731999999999994
BR07,2019-09-16,4.7759999999999705
BR07,2019-09-17,3.759999999999984
BR07,2019-09-18,3.4309999999999956
BR07,2019-09-20,7.677999999999993
BR07,2019-09-21,1.8159999999999983
BR07,2019-09-23,0.7180000000000005
BR07,2019-09-24,1.4769999999999956
BR07,2019-09-25,0.5150000000000003
BR07,2019-09-26,0.2990000000000002
BR07,2019-09-27,0.16300000000000012
BR07,2019-09-28,0.5480000000000004
BR07,2019-09-29,0.43800000000000033
BR07,2019-09-30,0.32800000000000024
BR07,2019-10-02,0.6340000000000005
BR07,2019-10-05,1.474999999999993
BR07,2019-10-06,0.8320000000000006
BR07,2019-10-07,0.6430000000000005
BR07,2019-10-08,0.8540000000000006
BR07,2019-10-09,0.8870000000000007
BR07,2019-10-10,1.3199999999999956
BR07,2019-10-11,1.8069999999999928
BR07,2019-10-12,1.688999999999992
BR07,2019-10-13,1.7079999999999902
BR07,2019-10-14,1.7589999999999946
BR07,2019-10-15,1.5409999999999893
BR07,2019-10-16,1.5279999999999903
BR07,2019-10-17,1.6919999999999926
BR07,2019-10-18,1.8479999999999912
BR07,2019-10-19,1.5899999999999932
BR07,2019-10-20,1.417999999999997
BR07,2019-10-21,1.0280000000000005
BR07,2019-10-22,0.7420000000000005
BR07,2019-10-23,1.0380000000000005
BR07,2019-10-24,0.8920000000000007
BR07,2019-10-25,2.554999999999995
BR07,2019-10-26,3.7959999999999865
BR07,2019-10-27,3.1529999999999965
BR07,2019-10-28,5.1989999999999785
BR07,2019-10-29,2.5979999999999746
BR07,2019-10-30,1.1709999999999994
BR07,2019-10-31,1.5449999999999984
BR07,2019-11-01,1.4209999999999978
BR07,2019-11-02,1.2779999999999954
BR07,2019-11-03,1.2469999999999961
BR07,2019-11-04,1.3989999999999936
BR07,2019-11-05,1.2129999999999972
BR07,2019-11-06,1.4969999999999923
BR07,2019-11-07,1.414999999999993
BR07,2019-11-08,1.45
BR07,2019-11-09,1.0290000000000004
BR07,2019-11-10,0.9560000000000007
BR07,2019-11-11,1.0890000000000006
BR07,2019-11-12,1.289999999999999
BR07,2019-11-13,1.1529999999999991
BR07,2019-11-14,0.9900000000000008
BR07,2019-11-15,1.1029999999999998
BR07,2019-11-16,1.0280000000000007
BR07,2019-11-17,1.7029999999999976
BR07,2019-11-18,1.60199999999999
BR07,2019-11-19,1.193999999999987
BR07,2019-11-20,1.4759999999999946
BR07,2019-11-21,2.307999999999992
BR07,2019-11-22,2.1719999999999966
BR07,2019-11-23,2.2519999999999927
BR07,2019-11-24,2.7439999999999745
BR07,2019-11-25,1.7289999999999914
BR07,2019-11-26,6.383999999999991
BR07,2019-11-27,4.5319999999999725
BR07,2019-11-28,2.20999999999999
BR07,2019-11-29,2.4049999999999887
BR07,2019-11-30,2.254999999999998
BR07,2019-12-01,2.369999999999987
BR07,2019-12-02,1.5809999999999789
BR07,2019-12-03,0.7040000000000005
BR07,2019-12-04,0.5700000000000004
BR07,2019-12-05,5.940000000000004
BR07,2019-12-06,17.786999999999935
BR07,2019-12-07,11.45899999999997
BR07,2019-12-08,11.025999999999986
BR07,2019-12-09,16.741999999999944
BR07,2019-12-11,15.73200000000008
BR07,2019-12-12,21.6300000000001
BR07,2019-12-13,24.656000000000088
BR07,2019-12-14,19.975000000000048
BR07,2019-12-15,26.208000000000094
BR07,2019-12-16,23.571000000000108
BR07,2019-12-17,26.706000000000103
BR07,2019-12-18,23.36100000000009
BR07,2019-12-19,25.039000000000097
BR07,2019-12-20,25.40000000000007
BR07,2019-12-21,18.61400000000006
BR07,2019-12-22,25.154000000000178
BR07,2019-12-23,26.432000000000105
BR07,2019-12-24,24.235000000000063
BR07,2019-12-25,26.582000000000086
BR07,2019-12-26,26.005000000000095
BR07,2019-12-27,20.930000000000074
BR07,2019-12-28,18.693000000000016
BR07,2019-12-29,25.456000000000095
BR07,2019-12-30,26.215000000000096
BR07,2019-12-31,27.017000000000117
BR07,2020-01-01,27.210000000000115
BR07,2020-01-02,25.21000000000012
BR07,2020-01-03,23.788000000000082
BR07,2020-01-04,25.14200000000014
BR07,2020-01-05,22.483000000000164
BR07,2020-01-06,26.94900000000006
BR07,2020-01-07,26.5080000000001
BR07,2020-01-08,20.501000000000122
BR07,2020-01-10,23.25300000000008
BR07,2020-01-11,25.56900000000004
BR07,2020-01-12,28.020000000000078
BR07,2020-01-13,21.057000000000038
BR07,2020-01-15,21.343000000000075
BR07,2020-01-16,24.80600000000008
BR07,2020-01-17,27.84600000000004
BR07,2020-01-18,20.374000000000013
BR07,2020-01-19,25.202000000000034
BR07,2020-01-20,23.831999999999987
BR07,2020-01-21,24.698000000000047
BR07,2020-01-22,23.490999999999975
BR07,2020-01-23,24.181000000000015
BR07,2020-01-24,21.18799999999996
BR07,2020-01-25,20.28099999999995
BR07,2020-01-26,22.657999999999994
BR07,2020-01-27,22.825
BR07,2020-01-28,23.36300000000001
BR07,2020-01-29,22.457000000000033
BR07,2020-01-30,27.13400000000003
BR07,2020-01-31,23.04999999999997
BR07,2020-02-01,21.74200000000002
BR07,2020-02-03,21.000999999999987
BR07,2020-02-05,18.467000000000027
BR07,2020-02-06,22.297999999999984
BR07,2020-02-08,17.007999999999946
BR07,2020-02-09,23.13499999999999
BR07,2020-02-10,19.33799999999996
BR07,2020-02-11,20.42199999999992
BR07,2020-02-12,25.23399999999998
BR07,2020-02-13,21.49699999999996
BR07,2020-02-14,12.174999999999915
BR07,2020-02-15,16.001999999999924
BR07,2020-02-16,27.56400000000007
BR07,2020-02-17,18.29099999999995
BR07,2020-02-18,20.519999999999964
BR07,2020-02-19,19.614999999999952
BR07,2020-02-20,19.377999999999947
BR07,2020-02-21,25.720000000000063
BR07,2020-02-24,14.511999999999958
BR07,2020-02-25,12.425999999999979
BR07,2020-02-26,7.937000000000037
BR07,2020-02-27,13.10399999999998
BR07,2020-02-29,15.121000000000114
BR07,2020-03-01,13.957000000000155
BR07,2020-03-02,3.459999999999971
BR07,2020-03-03,1.4509999999999943
BR07,2020-03-04,1.2199999999999929
BR07,2020-03-07,12.178999999999974
BR07,2020-03-08,1.8689999999999984
BR07,2020-03-09,1.9589999999999868
BR07,2020-03-10,1.4279999999999997
BR07,2020-03-11,1.9159999999999924
BR07,2020-03-12,1.8269999999999904
BR07,2020-03-13,1.781999999999994
BR07,2020-03-14,1.1989999999999934
BR07,2020-03-15,0.6910000000000005
BR07,2020-03-16,0.7020000000000005
BR07,2020-03-19,0.7400000000000005
BR07,2020-03-20,0.7740000000000006
BR07,2020-03-21,0.6770000000000005
BR07,2020-03-23,0.7240000000000005
BR07,2020-03-24,0.7550000000000006
BR07,2020-03-25,0.5330000000000004
BR07,2020-03-27,0.6010000000000004
BR07,2020-03-28,0.4820000000000004
BR07,2020-03-29,0.5580000000000004
BR07,2020-03-30,0.6620000000000005
BR07,2020-03-31,0.7500000000000006
BR07,2020-04-01,0.4880000000000004
BR07,2020-04-02,0.5000000000000003
BR07,2020-04-03,0.7220000000000005
BR07,2020-04-04,0.7410000000000005
BR07,2020-04-05,0.7300000000000005
BR07,2020-04-06,0.7460000000000006
BR07,2020-04-08,0.7980000000000006
BR07,2020-04-09,0.6830000000000005
BR07,2020-04-11,0.16400000000000012
BR07,2020-04-12,0.028000000000000018
BR07,2020-04-15,0.0
BR07,2020-04-16,0.08700000000000005
BR07,2020-04-24,0.0
BR07,2020-05-09,0.5750000000000004
BR07,2020-05-10,0.45800000000000035
BR07,2020-05-11,0.8540000000000006
BR07,2020-05-12,0.5870000000000004
BR07,2020-05-13,0.7370000000000005
BR07,2020-05-16,1.6880000000000002
BR07,2020-05-17,9.386999999999963
BR07,2020-05-18,9.022999999999985
BR07,2020-05-19,11.592999999999975
BR07,2020-05-20,10.924999999999955
BR07,2020-05-21,10.52799999999999
BR07,2020-05-22,15.538999999999975
BR07,2020-05-23,12.73699999999998
BR07,2020-05-24,21.124999999999954
BR07,2020-05-25,20.490999999999964
BR07,2020-05-30,9.195999999999982
BR07,2020-05-31,2.723999999999992
BR07,2020-06-01,4.507000000000001
BR07,2020-06-02,11.902000000000038
BR07,2020-06-03,11.13199999999998
BR07,2020-06-04,4.697999999999982
BR07,2020-06-05,4.824999999999989
BR07,2020-06-06,5.382999999999993
BR07,2020-06-07,16.03300000000001
BR07,2020-06-08,12.984999999999983
BR07,2020-06-09,18.72299999999998
BR07,2020-06-10,21.73299999999998
BR07,2020-06-12,26.825000000000024
BR07,2020-06-13,25.330000000000055
BR07,2020-06-14,19.093999999999994
BR07,2020-06-15,17.496999999999993
BR07,2020-06-16,24.20500000000001
BR07,2020-06-17,13.950999999999956
BR07,2020-06-18,18.943000000000005
BR07,2020-06-19,20.568999999999992
BR07,2020-06-20,21.175000000000033
BR07,2020-06-21,17.390999999999995
BR07,2020-06-22,15.858999999999972
BR07,2020-06-23,22.28400000000001
BR07,2020-06-24,14.791999999999996
BR07,2020-06-25,11.598000000000011
BR07,2020-06-26,15.061999999999998
BR07,2020-06-27,20.614999999999984
BR07,2020-06-28,32.155999999999985
BR07,2020-06-29,12.432000000000023
BR07,2020-06-30,20.326999999999988
BR07,2020-07-01,23.37500000000002
BR07,2020-07-02,27.02900000000003
BR07,2020-07-03,23.353
BR07,2020-07-04,12.65499999999998
BR07,2020-07-05,14.429999999999996
BR07,2020-07-06,7.933999999999998
BR07,2020-07-07,5.046000000000044
BR07,2020-07-08,9.734000000000018
BR07,2020-07-09,11.405000000000008
BR07,2020-07-10,12.164999999999987
BR07,2020-07-11,11.671999999999995
BR07,2020-07-12,13.750999999999998
BR07,2020-07-13,15.161000000000005
BR07,2020-07-14,20.23700000000002
BR07,2020-07-15,14.158000000000007
BR07,2020-07-16,17.127000000000017
